DataFile,Compression,Encoding,Compression Ratio
data_89.csv,NONE,PLAIN,0.9901383139479492
data_89.csv,NONE,HUFFMAN,0.698443440746
data_89.csv,NONE,RLE,1.013622203138071
data_89.csv,NONE,DICTIONARY,0.988022496769466
data_89.csv,GZIP,PLAIN,0.0872730368632981
data_89.csv,GZIP,HUFFMAN,0.1754487918664016
data_89.csv,GZIP,RLE,0.2953889209743905
data_89.csv,GZIP,DICTIONARY,0.0916855745837478
data_89.csv,LZ4,PLAIN,0.1235041270385285
data_89.csv,LZ4,HUFFMAN,0.2045339811625038
data_89.csv,LZ4,RLE,0.3261719529256636
data_89.csv,LZ4,DICTIONARY,0.127071558808146
data_89.csv,SNAPPY,PLAIN,0.1657005315146849
data_89.csv,SNAPPY,HUFFMAN,0.2677504407850257
data_89.csv,SNAPPY,RLE,0.4026861996514708
data_89.csv,SNAPPY,DICTIONARY,0.1689144141227369
data_28.csv,NONE,PLAIN,0.4495689876281571
data_28.csv,NONE,HUFFMAN,0.2680545527906893
data_28.csv,NONE,RLE,4.0108987674095085
data_28.csv,NONE,DICTIONARY,0.2150628851606027
data_28.csv,GZIP,PLAIN,0.2001491450573496
data_28.csv,GZIP,HUFFMAN,0.2023610550711233
data_28.csv,GZIP,RLE,0.2290670547909021
data_28.csv,GZIP,DICTIONARY,0.1996331092839735
data_28.csv,LZ4,PLAIN,0.2034145643057902
data_28.csv,LZ4,HUFFMAN,0.2063752621331571
data_28.csv,LZ4,RLE,0.2241049956703526
data_28.csv,LZ4,DICTIONARY,0.2019927862180167
data_28.csv,SNAPPY,PLAIN,0.2153346844180931
data_28.csv,SNAPPY,HUFFMAN,0.2104001880391482
data_28.csv,SNAPPY,RLE,0.3886790632649139
data_28.csv,SNAPPY,DICTIONARY,0.2054258788112189
data_98.csv,NONE,PLAIN,0.9888793064193868
data_98.csv,NONE,HUFFMAN,0.695672483642814
data_98.csv,NONE,RLE,1.0194643246714037
data_98.csv,NONE,DICTIONARY,0.9827654319737568
data_98.csv,GZIP,PLAIN,0.0928459150595358
data_98.csv,GZIP,HUFFMAN,0.1773621676031966
data_98.csv,GZIP,RLE,0.3026290230448852
data_98.csv,GZIP,DICTIONARY,0.0979136713401106
data_98.csv,LZ4,PLAIN,0.1312266790753157
data_98.csv,LZ4,HUFFMAN,0.2162231090064582
data_98.csv,LZ4,RLE,0.3483589044160002
data_98.csv,LZ4,DICTIONARY,0.1351034770985366
data_98.csv,SNAPPY,PLAIN,0.1722931913597471
data_98.csv,SNAPPY,HUFFMAN,0.2697665475993067
data_98.csv,SNAPPY,RLE,0.4107841912208849
data_98.csv,SNAPPY,DICTIONARY,0.1757068304775883
data_35.csv,NONE,PLAIN,0.7773616400872656
data_35.csv,NONE,HUFFMAN,0.3922601289719562
data_35.csv,NONE,RLE,1.6279709367199684
data_35.csv,NONE,DICTIONARY,0.1475732384899847
data_35.csv,GZIP,PLAIN,0.1121825456875371
data_35.csv,GZIP,HUFFMAN,0.127385364389434
data_35.csv,GZIP,RLE,0.1273598844578321
data_35.csv,GZIP,DICTIONARY,0.1067018745461387
data_35.csv,LZ4,PLAIN,0.1429663425640082
data_35.csv,LZ4,HUFFMAN,0.1605490490236991
data_35.csv,LZ4,RLE,0.1558159963632058
data_35.csv,LZ4,DICTIONARY,0.1193200338448067
data_35.csv,SNAPPY,PLAIN,0.1478131227240905
data_35.csv,SNAPPY,HUFFMAN,0.1660651434846416
data_35.csv,SNAPPY,RLE,0.1936325650926801
data_35.csv,SNAPPY,DICTIONARY,0.1183800729533944
data_52.csv,NONE,PLAIN,0.9900641292178268
data_52.csv,NONE,HUFFMAN,0.698719654447985
data_52.csv,NONE,RLE,1.0165961311824552
data_52.csv,NONE,DICTIONARY,0.9844829444351528
data_52.csv,GZIP,PLAIN,0.0909133739507856
data_52.csv,GZIP,HUFFMAN,0.1838378420650417
data_52.csv,GZIP,RLE,0.3163940783704927
data_52.csv,GZIP,DICTIONARY,0.0953551339575308
data_52.csv,LZ4,PLAIN,0.127980148027502
data_52.csv,LZ4,HUFFMAN,0.2178735282711588
data_52.csv,LZ4,RLE,0.3518714138822157
data_52.csv,LZ4,DICTIONARY,0.1315068424483983
data_52.csv,SNAPPY,PLAIN,0.1716427499920234
data_52.csv,SNAPPY,HUFFMAN,0.2777532979913868
data_52.csv,SNAPPY,RLE,0.4270593122398146
data_52.csv,SNAPPY,DICTIONARY,0.1747115455261744
data_19.csv,NONE,PLAIN,0.4380368069386645
data_19.csv,NONE,HUFFMAN,0.2569278775353233
data_19.csv,NONE,RLE,4.093290675387939
data_19.csv,NONE,DICTIONARY,0.2143655555590296
data_19.csv,GZIP,PLAIN,0.2021802139254793
data_19.csv,GZIP,HUFFMAN,0.2018644221479469
data_19.csv,GZIP,RLE,0.2300355500248568
data_19.csv,GZIP,DICTIONARY,0.2015267438115754
data_19.csv,LZ4,PLAIN,0.2042500570613855
data_19.csv,LZ4,HUFFMAN,0.2043204067147962
data_19.csv,LZ4,RLE,0.2239839165059046
data_19.csv,LZ4,DICTIONARY,0.2034246211280332
data_19.csv,SNAPPY,PLAIN,0.216698819063818
data_19.csv,SNAPPY,HUFFMAN,0.2087493082284081
data_19.csv,SNAPPY,RLE,0.3934241833968565
data_19.csv,SNAPPY,DICTIONARY,0.2066700851387138
data_127.csv,NONE,PLAIN,0.9896404336943766
data_127.csv,NONE,HUFFMAN,0.6973852224280904
data_127.csv,NONE,RLE,1.0159753164333547
data_127.csv,NONE,DICTIONARY,0.9907939452269948
data_127.csv,GZIP,PLAIN,0.0879170485251658
data_127.csv,GZIP,HUFFMAN,0.1745073330517087
data_127.csv,GZIP,RLE,0.2987412587570445
data_127.csv,GZIP,DICTIONARY,0.0927023154966345
data_127.csv,LZ4,PLAIN,0.1236249461090303
data_127.csv,LZ4,HUFFMAN,0.2058424117578491
data_127.csv,LZ4,RLE,0.3316756778171182
data_127.csv,LZ4,DICTIONARY,0.1274406764792085
data_127.csv,SNAPPY,PLAIN,0.1658085637565265
data_127.csv,SNAPPY,HUFFMAN,0.2636910997696899
data_127.csv,SNAPPY,RLE,0.4080059738804695
data_127.csv,SNAPPY,DICTIONARY,0.169540546029131
data_138.csv,NONE,PLAIN,0.9906794557017418
data_138.csv,NONE,HUFFMAN,0.6994261180361031
data_138.csv,NONE,RLE,1.0124738423966733
data_138.csv,NONE,DICTIONARY,0.990000340644972
data_138.csv,GZIP,PLAIN,0.0889495557203462
data_138.csv,GZIP,HUFFMAN,0.1818029814296083
data_138.csv,GZIP,RLE,0.3109511069651415
data_138.csv,GZIP,DICTIONARY,0.0930010822028724
data_138.csv,LZ4,PLAIN,0.1260204020134738
data_138.csv,LZ4,HUFFMAN,0.2136093169020174
data_138.csv,LZ4,RLE,0.3449426275256859
data_138.csv,LZ4,DICTIONARY,0.1294897662389388
data_138.csv,SNAPPY,PLAIN,0.1703636778127448
data_138.csv,SNAPPY,HUFFMAN,0.2756514048984747
data_138.csv,SNAPPY,RLE,0.4250204255965872
data_138.csv,SNAPPY,DICTIONARY,0.1737231971364859
data_105.csv,NONE,PLAIN,0.9887165764010376
data_105.csv,NONE,HUFFMAN,0.6936802232793675
data_105.csv,NONE,RLE,1.0193665091875246
data_105.csv,NONE,DICTIONARY,0.987205338924116
data_105.csv,GZIP,PLAIN,0.1032844170539088
data_105.csv,GZIP,HUFFMAN,0.1886937964250968
data_105.csv,GZIP,RLE,0.3247018238651769
data_105.csv,GZIP,DICTIONARY,0.1081578954960777
data_105.csv,LZ4,PLAIN,0.1481873038250286
data_105.csv,LZ4,HUFFMAN,0.2348135181815944
data_105.csv,LZ4,RLE,0.3819345951348822
data_105.csv,LZ4,DICTIONARY,0.1522490883252285
data_105.csv,SNAPPY,PLAIN,0.1885834875682777
data_105.csv,SNAPPY,HUFFMAN,0.2860492198487436
data_105.csv,SNAPPY,RLE,0.4394719894997263
data_105.csv,SNAPPY,DICTIONARY,0.1922642553326536
data_42.csv,NONE,PLAIN,0.988790318391336
data_42.csv,NONE,HUFFMAN,0.694243769537739
data_42.csv,NONE,RLE,1.0197676010556964
data_42.csv,NONE,DICTIONARY,0.9889143081458734
data_42.csv,GZIP,PLAIN,0.0918253463215553
data_42.csv,GZIP,HUFFMAN,0.170129029663205
data_42.csv,GZIP,RLE,0.2985403626810262
data_42.csv,GZIP,DICTIONARY,0.0970402454557373
data_42.csv,LZ4,PLAIN,0.1273095038666021
data_42.csv,LZ4,HUFFMAN,0.2034701189730557
data_42.csv,LZ4,RLE,0.3338334049837346
data_42.csv,LZ4,DICTIONARY,0.1313942027948939
data_42.csv,SNAPPY,PLAIN,0.168075899809071
data_42.csv,SNAPPY,HUFFMAN,0.2556563377805852
data_42.csv,SNAPPY,RLE,0.4015330019956548
data_42.csv,SNAPPY,DICTIONARY,0.1718634508773512
data_134.csv,NONE,PLAIN,0.9896462609468036
data_134.csv,NONE,HUFFMAN,0.697494250193884
data_134.csv,NONE,RLE,1.016000123322674
data_134.csv,NONE,DICTIONARY,0.9889535361385684
data_134.csv,GZIP,PLAIN,0.0897444421474429
data_134.csv,GZIP,HUFFMAN,0.177077818140277
data_134.csv,GZIP,RLE,0.3029046464202102
data_134.csv,GZIP,DICTIONARY,0.0944727765481154
data_134.csv,LZ4,PLAIN,0.1267091361490837
data_134.csv,LZ4,HUFFMAN,0.2104693909659782
data_134.csv,LZ4,RLE,0.3378622241584916
data_134.csv,LZ4,DICTIONARY,0.1304284333029587
data_134.csv,SNAPPY,PLAIN,0.1696527654797351
data_134.csv,SNAPPY,HUFFMAN,0.2713662068506199
data_134.csv,SNAPPY,RLE,0.414843819952757
data_134.csv,SNAPPY,DICTIONARY,0.1730698312370087
data_81.csv,NONE,PLAIN,0.9891735423468928
data_81.csv,NONE,HUFFMAN,0.6955951986388768
data_81.csv,NONE,RLE,1.0184596879430865
data_81.csv,NONE,DICTIONARY,0.9816197176733604
data_81.csv,GZIP,PLAIN,0.0931788218956781
data_81.csv,GZIP,HUFFMAN,0.1804279950794767
data_81.csv,GZIP,RLE,0.3041556669852536
data_81.csv,GZIP,DICTIONARY,0.0978840073658105
data_81.csv,LZ4,PLAIN,0.1322616577929945
data_81.csv,LZ4,HUFFMAN,0.2215219825440682
data_81.csv,LZ4,RLE,0.3519120004407578
data_81.csv,LZ4,DICTIONARY,0.1359399991832735
data_81.csv,SNAPPY,PLAIN,0.1738639664859378
data_81.csv,SNAPPY,HUFFMAN,0.2765429157080148
data_81.csv,SNAPPY,RLE,0.4160675922561567
data_81.csv,SNAPPY,DICTIONARY,0.1769339093213513
data_131.csv,NONE,PLAIN,0.9891887177931756
data_131.csv,NONE,HUFFMAN,0.695444033432396
data_131.csv,NONE,RLE,1.0182986288791789
data_131.csv,NONE,DICTIONARY,0.9860342323470522
data_131.csv,GZIP,PLAIN,0.0911647092107001
data_131.csv,GZIP,HUFFMAN,0.1736224272453984
data_131.csv,GZIP,RLE,0.2988329760750783
data_131.csv,GZIP,DICTIONARY,0.095974289230489
data_131.csv,LZ4,PLAIN,0.1264267345649505
data_131.csv,LZ4,HUFFMAN,0.2076972673069231
data_131.csv,LZ4,RLE,0.3314556359743838
data_131.csv,LZ4,DICTIONARY,0.1301904658015015
data_131.csv,SNAPPY,PLAIN,0.1678920166600299
data_131.csv,SNAPPY,HUFFMAN,0.2628609867777493
data_131.csv,SNAPPY,RLE,0.4047072950746251
data_131.csv,SNAPPY,DICTIONARY,0.171343690127463
data_40.csv,NONE,PLAIN,0.9886098167717124
data_40.csv,NONE,HUFFMAN,0.6926890372670428
data_40.csv,NONE,RLE,1.020408055205755
data_40.csv,NONE,DICTIONARY,0.988964513616195
data_40.csv,GZIP,PLAIN,0.1075873762512651
data_40.csv,GZIP,HUFFMAN,0.1923622718983005
data_40.csv,GZIP,RLE,0.3290801565052438
data_40.csv,GZIP,DICTIONARY,0.1124811337215249
data_40.csv,LZ4,PLAIN,0.1536846817426872
data_40.csv,LZ4,HUFFMAN,0.2391367316075305
data_40.csv,LZ4,RLE,0.3856870596308339
data_40.csv,LZ4,DICTIONARY,0.1579017862891513
data_40.csv,SNAPPY,PLAIN,0.1938225726866135
data_40.csv,SNAPPY,HUFFMAN,0.28650867111751
data_40.csv,SNAPPY,RLE,0.4450089084645593
data_40.csv,SNAPPY,DICTIONARY,0.1978421987231602
data_126.csv,NONE,PLAIN,0.9893451306271158
data_126.csv,NONE,HUFFMAN,0.6961460237447209
data_126.csv,NONE,RLE,1.0177393001608956
data_126.csv,NONE,DICTIONARY,0.989036724929404
data_126.csv,GZIP,PLAIN,0.0907724277459964
data_126.csv,GZIP,HUFFMAN,0.1749009582651614
data_126.csv,GZIP,RLE,0.3031059153114558
data_126.csv,GZIP,DICTIONARY,0.0956976087696597
data_126.csv,LZ4,PLAIN,0.1269160589604707
data_126.csv,LZ4,HUFFMAN,0.2067378008185194
data_126.csv,LZ4,RLE,0.3357319239538418
data_126.csv,LZ4,DICTIONARY,0.1308422151480774
data_126.csv,SNAPPY,PLAIN,0.1683399447036254
data_126.csv,SNAPPY,HUFFMAN,0.2697382867024153
data_126.csv,SNAPPY,RLE,0.4093207907599381
data_126.csv,SNAPPY,DICTIONARY,0.1719709870282233
data_27.csv,NONE,PLAIN,0.7589665260225266
data_27.csv,NONE,HUFFMAN,0.3508192479151228
data_27.csv,NONE,RLE,1.8081341714850308
data_27.csv,NONE,DICTIONARY,0.0920881369944498
data_27.csv,GZIP,PLAIN,0.090758991058931
data_27.csv,GZIP,HUFFMAN,0.0877128775925487
data_27.csv,GZIP,RLE,0.0999988237646588
data_27.csv,GZIP,DICTIONARY,0.0866371263562413
data_27.csv,LZ4,PLAIN,0.0908046962036164
data_27.csv,LZ4,HUFFMAN,0.0884942339263239
data_27.csv,LZ4,RLE,0.0973432204315439
data_27.csv,LZ4,DICTIONARY,0.0874312532451492
data_27.csv,SNAPPY,PLAIN,0.1209018700461588
data_27.csv,SNAPPY,HUFFMAN,0.1009344349617471
data_27.csv,SNAPPY,RLE,0.1724347567461297
data_27.csv,SNAPPY,DICTIONARY,0.0888034157874307
data_97.csv,NONE,PLAIN,0.988868430768418
data_97.csv,NONE,HUFFMAN,0.6958108376032196
data_97.csv,NONE,RLE,1.0198338410978105
data_97.csv,NONE,DICTIONARY,0.981113826972965
data_97.csv,GZIP,PLAIN,0.0940562852842206
data_97.csv,GZIP,HUFFMAN,0.1784777617744288
data_97.csv,GZIP,RLE,0.3050874632030471
data_97.csv,GZIP,DICTIONARY,0.0990666805322958
data_97.csv,LZ4,PLAIN,0.133116857114263
data_97.csv,LZ4,HUFFMAN,0.2187359253623205
data_97.csv,LZ4,RLE,0.3508550135101237
data_97.csv,LZ4,DICTIONARY,0.1369129704952493
data_97.csv,SNAPPY,PLAIN,0.1736761151637101
data_97.csv,SNAPPY,HUFFMAN,0.2718800760017443
data_97.csv,SNAPPY,RLE,0.4135933481172242
data_97.csv,SNAPPY,DICTIONARY,0.1768192050947261
data_119.csv,NONE,PLAIN,0.9889315004892746
data_119.csv,NONE,HUFFMAN,0.6946992286613292
data_119.csv,NONE,RLE,1.0199410743501445
data_119.csv,NONE,DICTIONARY,0.9884421195185252
data_119.csv,GZIP,PLAIN,0.0929225259727267
data_119.csv,GZIP,HUFFMAN,0.1782064123613513
data_119.csv,GZIP,RLE,0.3005506523433755
data_119.csv,GZIP,DICTIONARY,0.098063396196374
data_119.csv,LZ4,PLAIN,0.1326617435860662
data_119.csv,LZ4,HUFFMAN,0.2188388277280839
data_119.csv,LZ4,RLE,0.3480605324091834
data_119.csv,LZ4,DICTIONARY,0.1366677944569538
data_119.csv,SNAPPY,PLAIN,0.1738992764265648
data_119.csv,SNAPPY,HUFFMAN,0.2693666077551965
data_119.csv,SNAPPY,RLE,0.4121173292852397
data_119.csv,SNAPPY,DICTIONARY,0.1777895300244159
data_31.csv,NONE,PLAIN,0.4364757391532711
data_31.csv,NONE,HUFFMAN,0.2486173335998714
data_31.csv,NONE,RLE,4.105063048019975
data_31.csv,NONE,DICTIONARY,0.2142942815818252
data_31.csv,GZIP,PLAIN,0.2021228975827346
data_31.csv,GZIP,HUFFMAN,0.2013138760519435
data_31.csv,GZIP,RLE,0.2297872006835918
data_31.csv,GZIP,DICTIONARY,0.2016360735801946
data_31.csv,LZ4,PLAIN,0.2041987590299581
data_31.csv,LZ4,HUFFMAN,0.2035057599667611
data_31.csv,LZ4,RLE,0.2236286026740043
data_31.csv,LZ4,DICTIONARY,0.2034853776413729
data_31.csv,SNAPPY,PLAIN,0.2168397204485679
data_31.csv,SNAPPY,HUFFMAN,0.2079679213555814
data_31.csv,SNAPPY,RLE,0.3939111722580872
data_31.csv,SNAPPY,DICTIONARY,0.2066132806528615
data_26.csv,NONE,PLAIN,0.6011084315410563
data_26.csv,NONE,HUFFMAN,0.3237829237366234
data_26.csv,NONE,RLE,2.986086591564684
data_26.csv,NONE,DICTIONARY,0.1631597238414375
data_26.csv,GZIP,PLAIN,0.1577863346368479
data_26.csv,GZIP,HUFFMAN,0.1559293259696971
data_26.csv,GZIP,RLE,0.1831165990482345
data_26.csv,GZIP,DICTIONARY,0.1517273233981981
data_26.csv,LZ4,PLAIN,0.214038430364118
data_26.csv,LZ4,HUFFMAN,0.1855992725189365
data_26.csv,LZ4,RLE,0.2380352015562232
data_26.csv,LZ4,DICTIONARY,0.1547285158808938
data_26.csv,SNAPPY,PLAIN,0.2046479067154318
data_26.csv,SNAPPY,HUFFMAN,0.1803480184135316
data_26.csv,SNAPPY,RLE,0.3126408717337188
data_26.csv,SNAPPY,DICTIONARY,0.1570363140959449
data_85.csv,NONE,PLAIN,0.9887416122423996
data_85.csv,NONE,HUFFMAN,0.6961669780373418
data_85.csv,NONE,RLE,1.0208231498350184
data_85.csv,NONE,DICTIONARY,0.9796943844112288
data_85.csv,GZIP,PLAIN,0.09285238955318
data_85.csv,GZIP,HUFFMAN,0.177660456102259
data_85.csv,GZIP,RLE,0.3034292267851762
data_85.csv,GZIP,DICTIONARY,0.0977895735770087
data_85.csv,LZ4,PLAIN,0.1322999896480874
data_85.csv,LZ4,HUFFMAN,0.2173866647417572
data_85.csv,LZ4,RLE,0.3510693544074089
data_85.csv,LZ4,DICTIONARY,0.1360287651199534
data_85.csv,SNAPPY,PLAIN,0.1729049906499795
data_85.csv,SNAPPY,HUFFMAN,0.2712878426776914
data_85.csv,SNAPPY,RLE,0.4127344360621472
data_85.csv,SNAPPY,DICTIONARY,0.1757753215745059
data_54.csv,NONE,PLAIN,0.9903103353660933
data_54.csv,NONE,HUFFMAN,0.6995242846857397
data_54.csv,NONE,RLE,1.013092568093483
data_54.csv,NONE,DICTIONARY,0.9844831247858136
data_54.csv,GZIP,PLAIN,0.0893815214476276
data_54.csv,GZIP,HUFFMAN,0.1837402692954721
data_54.csv,GZIP,RLE,0.3125170955012632
data_54.csv,GZIP,DICTIONARY,0.0934028697830757
data_54.csv,LZ4,PLAIN,0.1264321934087391
data_54.csv,LZ4,HUFFMAN,0.2152092216735328
data_54.csv,LZ4,RLE,0.3482858688005237
data_54.csv,LZ4,DICTIONARY,0.1297380497468195
data_54.csv,SNAPPY,PLAIN,0.1710800700492591
data_54.csv,SNAPPY,HUFFMAN,0.2804225353091425
data_54.csv,SNAPPY,RLE,0.427064878633367
data_54.csv,SNAPPY,DICTIONARY,0.1739046464322928
data_73.csv,NONE,PLAIN,0.9898490051918932
data_73.csv,NONE,HUFFMAN,0.6978489690984738
data_73.csv,NONE,RLE,1.0155004194742547
data_73.csv,NONE,DICTIONARY,0.9854779021532546
data_73.csv,GZIP,PLAIN,0.0924858948621604
data_73.csv,GZIP,HUFFMAN,0.1832322377704837
data_73.csv,GZIP,RLE,0.3048435105834035
data_73.csv,GZIP,DICTIONARY,0.0966949406831752
data_73.csv,LZ4,PLAIN,0.1297851472171513
data_73.csv,LZ4,HUFFMAN,0.2188161866917026
data_73.csv,LZ4,RLE,0.3423936289639521
data_73.csv,LZ4,DICTIONARY,0.1333106250226456
data_73.csv,SNAPPY,PLAIN,0.1740353160698211
data_73.csv,SNAPPY,HUFFMAN,0.2811594390758587
data_73.csv,SNAPPY,RLE,0.4190589847764829
data_73.csv,SNAPPY,DICTIONARY,0.1770793154843925
data_45.csv,NONE,PLAIN,0.9890263281516712
data_45.csv,NONE,HUFFMAN,0.6945517844479884
data_45.csv,NONE,RLE,1.0189435973274268
data_45.csv,NONE,DICTIONARY,0.987529766098091
data_45.csv,GZIP,PLAIN,0.0915959167179648
data_45.csv,GZIP,HUFFMAN,0.1722354227634653
data_45.csv,GZIP,RLE,0.3003565307945564
data_45.csv,GZIP,DICTIONARY,0.0966947232193082
data_45.csv,LZ4,PLAIN,0.127002149287987
data_45.csv,LZ4,HUFFMAN,0.2051534809741254
data_45.csv,LZ4,RLE,0.3335823630133318
data_45.csv,LZ4,DICTIONARY,0.1309857993332176
data_45.csv,SNAPPY,PLAIN,0.1679153910270432
data_45.csv,SNAPPY,HUFFMAN,0.2607439729752754
data_45.csv,SNAPPY,RLE,0.4042068563623623
data_45.csv,SNAPPY,DICTIONARY,0.1716518924178504
data_49.csv,NONE,PLAIN,0.989508326786912
data_49.csv,NONE,HUFFMAN,0.6970161368197703
data_49.csv,NONE,RLE,1.0173968065063452
data_49.csv,NONE,DICTIONARY,0.9879278191442008
data_49.csv,GZIP,PLAIN,0.0895121835932617
data_49.csv,GZIP,HUFFMAN,0.1767481844736576
data_49.csv,GZIP,RLE,0.3018491501541707
data_49.csv,GZIP,DICTIONARY,0.0943067158597966
data_49.csv,LZ4,PLAIN,0.1246464425021219
data_49.csv,LZ4,HUFFMAN,0.209171456501169
data_49.csv,LZ4,RLE,0.3336465466068948
data_49.csv,LZ4,DICTIONARY,0.128467406651512
data_49.csv,SNAPPY,PLAIN,0.1675082914086883
data_49.csv,SNAPPY,HUFFMAN,0.2705191812319103
data_49.csv,SNAPPY,RLE,0.4078674499753367
data_49.csv,SNAPPY,DICTIONARY,0.1710590181266998
data_55.csv,NONE,PLAIN,0.9906085525435824
data_55.csv,NONE,HUFFMAN,0.6998798211203568
data_55.csv,NONE,RLE,1.0132919701590353
data_55.csv,NONE,DICTIONARY,0.983499051607076
data_55.csv,GZIP,PLAIN,0.0892411530920898
data_55.csv,GZIP,HUFFMAN,0.1853133866104667
data_55.csv,GZIP,RLE,0.3038959078378562
data_55.csv,GZIP,DICTIONARY,0.0930923117644499
data_55.csv,LZ4,PLAIN,0.1268636601591451
data_55.csv,LZ4,HUFFMAN,0.2175289378507913
data_55.csv,LZ4,RLE,0.3418272761278633
data_55.csv,LZ4,DICTIONARY,0.1300481540448709
data_55.csv,SNAPPY,PLAIN,0.1717155861219552
data_55.csv,SNAPPY,HUFFMAN,0.2844254481512037
data_55.csv,SNAPPY,RLE,0.4203193786868677
data_55.csv,SNAPPY,DICTIONARY,0.1742440101704134
data_91.csv,NONE,PLAIN,0.990942615938894
data_91.csv,NONE,HUFFMAN,0.6992926486605905
data_91.csv,NONE,RLE,1.0117234130413189
data_91.csv,NONE,DICTIONARY,0.9908545442174284
data_91.csv,GZIP,PLAIN,0.0839490980329819
data_91.csv,GZIP,HUFFMAN,0.1716142892546678
data_91.csv,GZIP,RLE,0.2816365921229565
data_91.csv,GZIP,DICTIONARY,0.0880196837476307
data_91.csv,LZ4,PLAIN,0.1189425012456096
data_91.csv,LZ4,HUFFMAN,0.1994002762025618
data_91.csv,LZ4,RLE,0.3121555979568489
data_91.csv,LZ4,DICTIONARY,0.1223842487137207
data_91.csv,SNAPPY,PLAIN,0.1629774130401391
data_91.csv,SNAPPY,HUFFMAN,0.2652942096895359
data_91.csv,SNAPPY,RLE,0.3944402584302321
data_91.csv,SNAPPY,DICTIONARY,0.1662571741970168
data_101.csv,NONE,PLAIN,0.9889365085162046
data_101.csv,NONE,HUFFMAN,0.6953107050033565
data_101.csv,NONE,RLE,1.0194354963526808
data_101.csv,NONE,DICTIONARY,0.9844133258606276
data_101.csv,GZIP,PLAIN,0.0913367212488954
data_101.csv,GZIP,HUFFMAN,0.1766187825683887
data_101.csv,GZIP,RLE,0.2992797058737205
data_101.csv,GZIP,DICTIONARY,0.0963806456760446
data_101.csv,LZ4,PLAIN,0.1299537083990704
data_101.csv,LZ4,HUFFMAN,0.216129893579572
data_101.csv,LZ4,RLE,0.3474107506210527
data_101.csv,LZ4,DICTIONARY,0.133815322040457
data_101.csv,SNAPPY,PLAIN,0.171470247958643
data_101.csv,SNAPPY,HUFFMAN,0.269840188576641
